group,draw,alpha,beta,min_h_f,min_h_r,effort,rear_buffer,rear_end,front_collision,clears_dmin
A,0.0,0.34629664396571924,0.19305933432986416,5.527617211305994,2.911641405046524,41.95543147104522,0.0,0.0,0.0,1.0
B,0.0,0.34629664396571924,0.19305933432986416,1.7065862487848733,0.8145110218800227,25.460840393159494,0.0,0.0,0.0,0.0
A,1.0,0.23186691659574937,0.1590213142150343,5.24614213703947,2.079743532144505,42.0973008425278,0.0,0.0,0.0,1.0
B,1.0,0.23186691659574937,0.1590213142150343,1.7101240888733429,-2.099506216780057,26.54611278200614,0.0,1.0,0.0,0.0
A,2.0,0.3801478859264523,0.2794743495861258,5.653339629221094,3.196161791811676,42.39068061353287,0.0,0.0,0.0,1.0
B,2.0,0.3801478859264523,0.2794743495861258,1.80458559371057,1.7710060887981314,25.75752084511836,0.0,0.0,0.0,1.0
A,3.0,0.34047406894729854,0.2548443377962494,5.58593718298485,3.015219142379948,42.36243784293052,0.0,0.0,0.0,1.0
B,3.0,0.34047406894729854,0.2548443377962494,1.7365762651457146,1.2818458078447321,25.239437496709286,0.0,0.0,0.0,1.0
A,4.0,0.3283759983613612,0.2824737337570761,5.592568945014094,3.0237861604599914,42.60342000715919,0.0,0.0,0.0,1.0
B,4.0,0.3283759983613612,0.2824737337570761,1.7431315457979792,1.3707624332674584,25.131577051589492,0.0,0.0,0.0,1.0
A,5.0,0.3806438823913342,0.1571680544228679,5.52673755622186,2.952699405769195,41.63730325586717,0.0,0.0,0.0,1.0
B,5.0,0.3806438823913342,0.1571680544228679,1.6982092454780542,0.9225280064645034,25.556318610862572,0.0,0.0,0.0,0.0
A,6.0,0.38862162110481335,0.16131390132105441,5.5407504497835305,2.986040114316765,41.65310779183283,0.0,0.0,0.0,1.0
B,6.0,0.38862162110481335,0.16131390132105441,1.702375716968092,1.054543184833733,25.534087516025295,0.0,0.0,0.0,1.0
A,7.0,0.3640938457145493,0.18040811540898394,5.5339235691264435,2.9492825646721883,41.84504321044699,0.0,0.0,0.0,1.0
B,7.0,0.3640938457145493,0.18040811540898394,1.7065798731239852,0.9242977639965915,25.46587108062205,0.0,0.0,0.0,0.0
A,8.0,0.38973035309117826,0.22957238800147794,5.617385645553895,3.1316142456203693,42.06112686150032,0.0,0.0,0.0,1.0
B,8.0,0.38973035309117826,0.22957238800147794,1.7609473034896297,1.5572274470140144,25.673185004449273,0.0,0.0,0.0,1.0
A,9.0,0.28154468298317786,0.2136091625289653,5.444886584761818,2.6299016226616345,42.32492859079264,0.0,0.0,0.0,1.0
B,9.0,0.28154468298317786,0.2136091625289653,1.685783771901086,0.03930878858413678,25.58784469999914,0.0,0.0,0.0,0.0
A,10.0,0.22943737685992888,0.1735036723615414,5.2687009228326644,2.0870860656919206,42.245258813401406,0.0,0.0,0.0,1.0
B,10.0,0.22943737685992888,0.1735036723615414,1.6951086894973315,-1.8704571616231078,26.291479168105447,0.0,1.0,0.0,0.0
A,11.0,0.35275988762117705,0.2437822703555792,5.590932089118283,3.038607751229904,42.25587151477086,0.0,0.0,0.0,1.0
B,11.0,0.35275988762117705,0.2437822703555792,1.7397124087511173,1.3219530220735578,25.354152005623636,0.0,0.0,0.0,1.0
A,12.0,0.34215394140440075,0.20836626329279714,5.539790350663367,2.926144907103634,42.070072834398104,0.0,0.0,0.0,1.0
B,12.0,0.34215394140440075,0.20836626329279714,1.7110255137015145,0.9069661362916293,25.322227334279276,0.0,0.0,0.0,0.0
A,13.0,0.41546430767152853,0.2886242695315253,5.6957711436695035,3.304454475003226,42.32912562775721,0.0,0.0,0.0,1.0
B,13.0,0.41546430767152853,0.2886242695315253,1.8611234239091772,2.0101960814105837,26.20943370761307,0.0,0.0,0.0,1.0
A,14.0,0.3556240610202934,0.24422172673039452,5.595837784255863,3.050049118231314,42.24335210135524,0.0,0.0,0.0,1.0
B,14.0,0.3556240610202934,0.24422172673039452,1.7426696939647428,1.3533884976148727,25.383805068292904,0.0,0.0,0.0,1.0
A,15.0,0.3561817722696205,0.20907103938279153,5.557025123768767,2.9811740082553797,42.01677090118207,0.0,0.0,0.0,1.0
B,15.0,0.3561817722696205,0.20907103938279153,1.7187208527476656,1.082147888113866,25.36523599596377,0.0,0.0,0.0,1.0
A,16.0,0.24993852896430294,0.2537680329220846,5.421697899358918,2.497028016255456,42.807964700630386,0.0,0.0,0.0,1.0
B,16.0,0.24993852896430294,0.2537680329220846,1.653168476251352,-0.04322979521404591,25.07374607316583,0.0,1.0,0.0,0.0
A,17.0,0.32486802991533936,0.19849650807512365,5.5009072772027,2.8320563756492447,42.06340035171869,0.0,0.0,0.0,1.0
B,17.0,0.32486802991533936,0.19849650807512365,1.7004801108706147,0.568754475568042,25.5285366435863,0.0,0.0,0.0,0.0
A,18.0,0.31728038889570354,0.27634716493650563,5.570330151961883,2.963867952465847,42.6031955826538,0.0,0.0,0.0,1.0
B,18.0,0.31728038889570354,0.27634716493650563,1.725918704553692,1.208093087263265,24.988118767900602,0.0,0.0,0.0,1.0
A,19.0,0.4033363550636,0.20488767443769904,5.604335896618565,3.121383352102356,41.884986830318645,0.0,0.0,0.0,1.0
B,19.0,0.4033363550636,0.20488767443769904,1.7480526137788388,1.5197235340559558,25.726967499999297,0.0,0.0,0.0,1.0
C,0,0.34629664396571924,0.19305933432986416,4.113145249666275,2.054971997427387,34.369979805026084,0.9578984770868406,0,0,1
D,0,0.34629664396571924,0.19305933432986416,1.4745269097663254,1.1045264731357634,25.7283208517892,0.5,0,0,1
C,1,0.23186691659574937,0.1590213142150343,1.4797308027111882,0.6564527330763354,26.04408215855673,1.7248941535137308,0,0,0
D,1,0.23186691659574937,0.1590213142150343,2.153100096261724,0.9562582796016841,26.61233692263809,0.5,0,0,0
C,2,0.3801478859264523,0.2794743495861258,8.153874951926085,2.4187458659040857,38.63603702904544,1.424977884100625,0,0,1
D,2,0.3801478859264523,0.2794743495861258,1.5110450070047818,1.7196341915589386,24.113678207694292,0.5,0,0,1
C,3,0.34047406894729854,0.2548443377962494,6.5754347963830355,2.0206483398764163,37.1199158315519,0.9105472539483832,0,0,1
D,3,0.34047406894729854,0.2548443377962494,1.5034585312916278,1.3837925402737312,24.696939530716794,0.5,0,0,1
C,4,0.3283759983613612,0.2824737337570761,7.072051987107514,2.0365687132687498,37.31528550724729,1.0347978569474983,0,0,1
D,4,0.3283759983613612,0.2824737337570761,1.513440194865538,1.4346089678935527,24.305978144959532,0.5,0,0,1
C,5,0.3806438823913342,0.1571680544228679,5.262725960719052,2.4459174736520026,36.56731653810527,1.5198066237477301,0,0,1
D,5,0.3806438823913342,0.1571680544228679,1.438610315843377,1.1810718722370126,25.819212902446044,0.5,0,0,1
C,6,0.38862162110481335,0.16131390132105441,7.134365988765765,2.477208130669169,39.94354277344516,1.5504617582700715,0,0,1
D,6,0.38862162110481335,0.16131390132105441,1.4375317780411478,1.2575267298557833,25.630738018572515,0.5,0,0,1
C,7,0.3640938457145493,0.18040811540898394,6.999138464212649,2.1644352567007417,38.78098540379301,1.2014858424445227,0,0,1
D,7,0.3640938457145493,0.18040811540898394,1.4599459800800219,1.1762646524774851,25.698712331320294,0.5,0,0,1
C,8,0.38973035309117826,0.22957238800147794,7.215682320076169,2.231410924322958,38.07390937376163,1.1024219287412496,0,0,1
D,8,0.38973035309117826,0.22957238800147794,1.4815120817176677,1.572322506310627,24.50931733900832,0.5,0,0,1
C,9,0.28154468298317786,0.2136091625289653,2.041517876558757,1.9200873941681493,25.725925933343536,0.8907692359028547,0,0,1
D,9,0.28154468298317786,0.2136091625289653,1.5036824489104106,0.5887021949068441,26.141892254635366,0.5,0,0,0
